Vehicle_Type,Vehicle_Route_Name,Latitude,Longitude,ID,Waypoint_ID
JEEP,SANTA MARIA-SAMPOL_2.1,14.82633000,120.97659000,TP126,SANTA MARIA-SAMPOL_2.1_TP126
JEEP,SANTA MARIA-SAMPOL_2.1,14.82637000,120.97673000,TP127,SANTA MARIA-SAMPOL_2.1_TP127
JEEP,SANTA MARIA-SAMPOL_2.1,14.82643000,120.97689000,TP128,SANTA MARIA-SAMPOL_2.1_TP128
JEEP,SANTA MARIA-SAMPOL_2.1,14.82656000,120.97733000,TP129,SANTA MARIA-SAMPOL_2.1_TP129
JEEP,SANTA MARIA-SAMPOL_2.1,14.82663000,120.97754000,TP130,SANTA MARIA-SAMPOL_2.1_TP130
JEEP,SANTA MARIA-SAMPOL_2.1,14.82669000,120.97806000,TP131,SANTA MARIA-SAMPOL_2.1_TP131
JEEP,SANTA MARIA-SAMPOL_2.1,14.82672000,120.97862000,TP132,SANTA MARIA-SAMPOL_2.1_TP132
JEEP,SANTA MARIA-SAMPOL_2.1,14.82670000,120.97911000,TP133,SANTA MARIA-SAMPOL_2.1_TP133
JEEP,SANTA MARIA-SAMPOL_2.1,14.82669000,120.97933000,TP134,SANTA MARIA-SAMPOL_2.1_TP134
JEEP,SANTA MARIA-SAMPOL_2.1,14.82662000,120.97973000,TP135,SANTA MARIA-SAMPOL_2.1_TP135
JEEP,SANTA MARIA-SAMPOL_2.1,14.82653000,120.98014000,TP136,SANTA MARIA-SAMPOL_2.1_TP136
JEEP,SANTA MARIA-SAMPOL_2.1,14.82636000,120.98060000,TP137,SANTA MARIA-SAMPOL_2.1_TP137
JEEP,SANTA MARIA-SAMPOL_2.1,14.82630000,120.98085000,TP138,SANTA MARIA-SAMPOL_2.1_TP138
JEEP,SANTA MARIA-SAMPOL_2.1,14.82628000,120.98088000,TP139,SANTA MARIA-SAMPOL_2.1_TP139
JEEP,SANTA MARIA-SAMPOL_2.1,14.82622000,120.98125000,TP140,SANTA MARIA-SAMPOL_2.1_TP140
JEEP,SANTA MARIA-SAMPOL_2.1,14.82622000,120.98134000,TP141,SANTA MARIA-SAMPOL_2.1_TP141
JEEP,SANTA MARIA-SAMPOL_2.1,14.82627000,120.98171000,TP142,SANTA MARIA-SAMPOL_2.1_TP142
JEEP,SANTA MARIA-SAMPOL_2.1,14.82643000,120.98219000,TP143,SANTA MARIA-SAMPOL_2.1_TP143
JEEP,SANTA MARIA-SAMPOL_2.1,14.82647000,120.98232000,TP144,SANTA MARIA-SAMPOL_2.1_TP144
JEEP,SANTA MARIA-SAMPOL_2.1,14.82653000,120.98272000,TP145,SANTA MARIA-SAMPOL_2.1_TP145
JEEP,SANTA MARIA-SAMPOL_2.1,14.82653000,120.98276000,TP146,SANTA MARIA-SAMPOL_2.1_TP146
JEEP,SANTA MARIA-SAMPOL_2.1,14.82659000,120.98342000,TP147,SANTA MARIA-SAMPOL_2.1_TP147
JEEP,SANTA MARIA-SAMPOL_2.1,14.82663000,120.98383000,TP148,SANTA MARIA-SAMPOL_2.1_TP148
JEEP,SANTA MARIA-SAMPOL_2.1,14.82664000,120.98402000,TP149,SANTA MARIA-SAMPOL_2.1_TP149
JEEP,SANTA MARIA-SAMPOL_2.1,14.82664000,120.98414000,TP150,SANTA MARIA-SAMPOL_2.1_TP150
JEEP,SANTA MARIA-SAMPOL_2.1,14.82662000,120.98422000,TP151,SANTA MARIA-SAMPOL_2.1_TP151
JEEP,SANTA MARIA-SAMPOL_2.1,14.82649000,120.98459000,TP152,SANTA MARIA-SAMPOL_2.1_TP152
JEEP,SANTA MARIA-SAMPOL_2.1,14.82644000,120.98476000,TP153,SANTA MARIA-SAMPOL_2.1_TP153
JEEP,SANTA MARIA-SAMPOL_2.1,14.82643000,120.98483000,TP154,SANTA MARIA-SAMPOL_2.1_TP154
JEEP,SANTA MARIA-SAMPOL_2.1,14.82642000,120.98509000,TP155,SANTA MARIA-SAMPOL_2.1_TP155
JEEP,SANTA MARIA-SAMPOL_2.1,14.82643000,120.98520000,TP156,SANTA MARIA-SAMPOL_2.1_TP156
JEEP,SANTA MARIA-SAMPOL_2.1,14.82645000,120.98550000,TP157,SANTA MARIA-SAMPOL_2.1_TP157
JEEP,SANTA MARIA-SAMPOL_2.1,14.82646000,120.98569000,TP158,SANTA MARIA-SAMPOL_2.1_TP158
JEEP,SANTA MARIA-SAMPOL_2.1,14.82646000,120.98580000,TP159,SANTA MARIA-SAMPOL_2.1_TP159
JEEP,SANTA MARIA-SAMPOL_2.1,14.82645000,120.98629000,TP160,SANTA MARIA-SAMPOL_2.1_TP160
JEEP,SANTA MARIA-SAMPOL_2.1,14.82642000,120.98688000,TP161,SANTA MARIA-SAMPOL_2.1_TP161
JEEP,SANTA MARIA-SAMPOL_2.1,14.82639000,120.98758000,TP162,SANTA MARIA-SAMPOL_2.1_TP162
JEEP,SANTA MARIA-SAMPOL_2.1,14.82638000,120.98771000,TP163,SANTA MARIA-SAMPOL_2.1_TP163
JEEP,SANTA MARIA-SAMPOL_2.1,14.82639000,120.98800000,TP164,SANTA MARIA-SAMPOL_2.1_TP164
JEEP,SANTA MARIA-SAMPOL_2.1,14.82643000,120.98833000,TP165,SANTA MARIA-SAMPOL_2.1_TP165
JEEP,SANTA MARIA-SAMPOL_2.1,14.82645000,120.98845000,TP166,SANTA MARIA-SAMPOL_2.1_TP166
JEEP,SANTA MARIA-SAMPOL_2.1,14.82653000,120.98883000,TP167,SANTA MARIA-SAMPOL_2.1_TP167
JEEP,SANTA MARIA-SAMPOL_2.1,14.82659000,120.98912000,TP168,SANTA MARIA-SAMPOL_2.1_TP168
JEEP,SANTA MARIA-SAMPOL_2.1,14.82666000,120.98960000,TP169,SANTA MARIA-SAMPOL_2.1_TP169
JEEP,SANTA MARIA-SAMPOL_2.1,14.82666000,120.98976000,TP170,SANTA MARIA-SAMPOL_2.1_TP170
JEEP,SANTA MARIA-SAMPOL_2.1,14.82666000,120.98980000,TP171,SANTA MARIA-SAMPOL_2.1_TP171
JEEP,SANTA MARIA-SAMPOL_2.1,14.82668000,120.99019000,TP172,SANTA MARIA-SAMPOL_2.1_TP172
JEEP,SANTA MARIA-SAMPOL_2.1,14.82670000,120.99031000,TP173,SANTA MARIA-SAMPOL_2.1_TP173
JEEP,SANTA MARIA-SAMPOL_2.1,14.82671000,120.99047000,TP174,SANTA MARIA-SAMPOL_2.1_TP174
JEEP,SANTA MARIA-SAMPOL_2.1,14.82674000,120.99102000,TP175,SANTA MARIA-SAMPOL_2.1_TP175
JEEP,SANTA MARIA-SAMPOL_2.1,14.82674000,120.99105000,TP176,SANTA MARIA-SAMPOL_2.1_TP176
JEEP,SANTA MARIA-SAMPOL_2.1,14.82677000,120.99139000,TP177,SANTA MARIA-SAMPOL_2.1_TP177
JEEP,SANTA MARIA-SAMPOL_2.1,14.82682000,120.99213000,TP178,SANTA MARIA-SAMPOL_2.1_TP178
JEEP,SANTA MARIA-SAMPOL_2.1,14.82689000,120.99324000,TP179,SANTA MARIA-SAMPOL_2.1_TP179
JEEP,SANTA MARIA-SAMPOL_2.1,14.82692000,120.99343000,TP180,SANTA MARIA-SAMPOL_2.1_TP180
JEEP,SANTA MARIA-SAMPOL_2.1,14.82700000,120.99460000,TP181,SANTA MARIA-SAMPOL_2.1_TP181
JEEP,SANTA MARIA-SAMPOL_2.1,14.82704000,120.99491000,TP182,SANTA MARIA-SAMPOL_2.1_TP182
JEEP,SANTA MARIA-SAMPOL_2.1,14.82706000,120.99516000,TP183,SANTA MARIA-SAMPOL_2.1_TP183
JEEP,SANTA MARIA-SAMPOL_2.1,14.82710000,120.99569000,TP184,SANTA MARIA-SAMPOL_2.1_TP184
JEEP,SANTA MARIA-SAMPOL_2.1,14.82712000,120.99597000,TP185,SANTA MARIA-SAMPOL_2.1_TP185
JEEP,SANTA MARIA-SAMPOL_2.1,14.82717000,120.99678000,TP186,SANTA MARIA-SAMPOL_2.1_TP186
JEEP,SANTA MARIA-SAMPOL_2.1,14.82719000,120.99713000,TP187,SANTA MARIA-SAMPOL_2.1_TP187
JEEP,SANTA MARIA-SAMPOL_2.1,14.82719000,120.99725000,TP188,SANTA MARIA-SAMPOL_2.1_TP188
JEEP,SANTA MARIA-SAMPOL_2.1,14.82724000,120.99817000,TP189,SANTA MARIA-SAMPOL_2.1_TP189
JEEP,SANTA MARIA-SAMPOL_2.1,14.82724000,120.99831000,TP190,SANTA MARIA-SAMPOL_2.1_TP190
JEEP,SANTA MARIA-SAMPOL_2.1,14.82726000,120.99887000,TP191,SANTA MARIA-SAMPOL_2.1_TP191
JEEP,SANTA MARIA-SAMPOL_2.1,14.82730000,120.99911000,TP192,SANTA MARIA-SAMPOL_2.1_TP192
